"CountryCode","SeriesCode","DESCRIPTION",
"HUN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"HUN","MS.MIL.XPND.CN","1960-1989 SIPRI estimates.",
"HUN","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"HUN","IT.MLT.MAIN","MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority.",
"HUN","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"HUN","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"HUN","SP.DYN.LE00.FE.IN","Data source: Eurostat, Hungarian Central Statistical Office",
"HUN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"HUN","SP.DYN.CBRT.IN","Data source: Eurostat",
"IDN","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"IDN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"IDN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"IDN","IT.MLT.MAIN.P2","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom.",
"IDN","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2019 are based on reports provided by the country. Short-term debt data for 2019 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"IDN","MS.MIL.XPND.CN","1974-1994 SIPRI estimates.",
"IDN","MS.MIL.XPND.ZS","1993-1994 SIPRI estimates.",
"IDN","IT.NET.USER.ZS","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom.",
"IDN","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"IDN","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"IDN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"IDN","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"IDN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IDN","SP.POP.GROW","Data source: United Nations World Population Prospects",
"IDN","IT.NET.BBND.P2","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom.",
"IDN","MS.MIL.XPND.CD","1974-1994 SIPRI estimates.",
"IDN","ST.INT.ARVL","Arrivals of non-resident visitors at national borders.",
"IDN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"IDN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"IDN","IT.NET.BBND","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom.",
"IDN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"IDN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"IDN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"IDN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"IDN","ST.INT.DPRT","Departures - trips abroad by resident tourists.",
"IDN","IT.CEL.SETS.P2","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom.",
"IDN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"IDN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IDN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"IDN","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"IDN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"IDN","IT.CEL.SETS","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom.",
"IDN","IT.MLT.MAIN","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom.",
"IDN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"IMN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"IMN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"IMN","SP.DYN.CBRT.IN","Data source: United Nations Population and Vital Statistics Report",
"IMN","SP.POP.GROW","Data source: United Nations World Population Prospects",
"IMN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"IMN","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"IMN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"IMN","SP.DYN.TFRT.IN","Data source: CIA World Fact book",
"IMN","SP.DYN.LE00.MA.IN","Data source: CIA World Fact book",
"IMN","SP.DYN.LE00.FE.IN","Data source: CIA World Fact book",
"IMN","SP.DYN.CDRT.IN","Data source: United Nations Population and Vital Statistics Report",
"IND","CM.MKT.TRNR","Method of calculation: Total domestic value of share trading of BSE Limited and National Stock Exchange India divided by 50% of the total domestic market capitalization of the two exchanges.",
"IND","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"IND","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"IND","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2019 are based on reports provided by the country. Short-term debt data for 2019 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"IND","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"IND","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"IND","IT.NET.USER.ZS","Department of Telecommunications (DOT). Ministry of Communications and Information Technology.",
"IND","SP.DYN.CDRT.IN","Data source: United Nations Population and Vital Statistics Report, Sample Registration System, United Nations World Population Prospects",
"IND","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"IND","ST.INT.ARVL","Arrivals of non-resident tourists at national borders. Data until 2013 excluding nationals residing abroad. From 2014 including nationals residing abroad.",
"IND","ST.INT.DPRT","Departures - trips abroad by resident tourists. Departures of nationals only, irrespective of purpose.",
"IND","IT.CEL.SETS.P2","Department of Telecommunications (DOT). Ministry of Communications and Information Technology.",
"IND","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"IND","SP.POP.GROW","Data source: United Nations World Population Prospects",
"IND","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"IND","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"IND","SM.POP.NETM","Data source: United Nations World Population Prospects",
"IND","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"IND","IT.CEL.SETS","Department of Telecommunications (DOT). Ministry of Communications and Information Technology.",
"IND","IT.NET.BBND.P2","Department of Telecommunications (DOT). Ministry of Communications and Information Technology.",
"IND","SP.DYN.CBRT.IN","Data source: United Nations Population and Vital Statistics Report, Sample Registration System, United Nations World Population Prospects",
"IND","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"IND","DT.DOD.DPNG.CD","Data prior to 2003 are mechanically adjusted from fiscal year to calendar year.",
"IND","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IND","DT.DOD.DPPG.CD","Data prior to 2003 are mechanically adjusted from fiscal year to calendar year.",
"IND","IT.MLT.MAIN","Department of Telecommunications (DOT). Ministry of Communications and Information Technology.",
"IND","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"IND","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"IND","IT.NET.BBND","Department of Telecommunications (DOT). Ministry of Communications and Information Technology.",
"IND","MS.MIL.XPND.CD","1960-1987 SIPRI estimates.",
"IND","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IND","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"IND","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"IND","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"IND","MS.MIL.XPND.CN","1960-1987 SIPRI estimates.",
"IND","IT.MLT.MAIN.P2","Department of Telecommunications (DOT). Ministry of Communications and Information Technology.",
"IRL","SP.DYN.LE00.MA.IN","Data source: Eurostat, United Nations World Population Prospects",
"IRL","SP.DYN.CDRT.IN","Data source: Eurostat",
"IRL","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"IRL","SP.DYN.TFRT.IN","Data source: Eurostat",
"IRL","SP.DYN.CBRT.IN","Data source: Eurostat",
"IRL","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"IRL","SP.DYN.LE00.FE.IN","Data source: Eurostat, United Nations World Population Prospects",
"IRL","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"IRL","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"IRL","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","SP.POP.GROW","Data source: Eurostat",
"IRL","SM.POP.NETM","Data source: United Nations World Population Prospects",
"IRL","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IRL","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IRL","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","PA.NUS.FCRF","Data are reported in Irish pounds.",
"IRL","SP.POP.TOTL","Data source: Eurostat",
"IRL","IT.CEL.SETS","Commission for Communications Regulation.",
"IRL","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"IRL","ST.INT.ARVL","Arrivals of non-resident tourists at national borders. Including tourists from North Ireland. Change in methodology in estimating Northern Ireland tourists in 2010; as a result figures prior to 2010 not directly comparable.",
"IRL","MS.MIL.XPND.ZS","1988-2000 SIPRI estimates.",
"IRL","ST.INT.DPRT","Departures - trips abroad by resident visitors.",
"IRL","MS.MIL.XPND.CN","1994-2000 SIPRI estimates.",
"IRL","IT.CEL.SETS.P2","Commission for Communications Regulation.",
"IRL","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"IRL","MS.MIL.XPND.CD","1994-2000 SIPRI estimates.",
"IRL","IT.MLT.MAIN","Commission for Communications Regulation.",
"IRL","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"IRL","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"IRL","IT.NET.USER.ZS","Commission for Communications Regulation.",
"IRL","IT.MLT.MAIN.P2","Commission for Communications Regulation.",
"IRL","IT.NET.BBND","Commission for Communications Regulation.",
"IRL","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"IRL","IT.NET.BBND.P2","Commission for Communications Regulation.",
"IRL","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"IRL","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"IRL","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2000 Source: Central Bank of Islamic Republic of Iran.",
"IRN","IT.MLT.MAIN.P2","Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA).",
"IRN","IT.NET.USER.ZS","Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA).",
"IRN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"IRN","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2000 Source: Central Bank of Islamic Republic of Iran.",
"IRN","SP.POP.GROW","Data source: United Nations World Population Prospects",
"IRN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IRN","BM.KLT.DINV.CD.WD","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","ST.INT.ARVL","Arrivals of non-resident visitors at national borders.",
"IRN","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2000 Source: Central Bank of Islamic Republic of Iran.",
"IRN","IT.NET.BBND","Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA).",
"IRN","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2019 are based on reports provided by the country. Short-term debt for 2019 is based on Central Bank data.",
"IRN","IT.MLT.MAIN","Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA).",
"IRN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"IRN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"IRN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"IRN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"IRN","ST.INT.DPRT","Departures - trips abroad by resident visitors.",
"IRN","IT.CEL.SETS","Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA).",
"IRN","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2000 Source: Central Bank of Islamic Republic of Iran.",
"IRN","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"IRN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IRN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"IRN","IT.NET.BBND.P2","Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA).",
"IRN","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2000 Source: Central Bank of Islamic Republic of Iran.",
"IRN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"IRN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2000 Source: Central Bank of Islamic Republic of Iran.",
"IRN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"IRN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"IRN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"IRN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"IRN","IT.CEL.SETS.P2","Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA).",
"IRQ","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IRQ","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"IRQ","IT.CEL.SETS","Ministry of Planning & Cooperation Development. Ministry of Communications",
"IRQ","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-2002 Source: Central Bank of Iraq.",
"IRQ","IT.MLT.MAIN","Ministry of Planning & Cooperation Development. Ministry of Communications",
"IRQ","MS.MIL.XPND.CD","2004-2019 highly uncertain data.",
"IRQ","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"IRQ","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"IRQ","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"IRQ","MS.MIL.XPND.CN","2004-2019 highly uncertain data.",
"IRQ","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IRQ","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"IRQ","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"IRQ","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"IRQ","IT.NET.USER.ZS","Ministry of Planning & Cooperation Development. Ministry of Communications",
"IRQ","IT.MLT.MAIN.P2","Ministry of Planning & Cooperation Development. Ministry of Communications",
"IRQ","IT.CEL.SETS.P2","Ministry of Planning & Cooperation Development. Ministry of Communications",
"IRQ","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-2002 Source: Central Bank of Iraq.",
"IRQ","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"IRQ","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"IRQ","SM.POP.NETM","Data source: United Nations World Population Prospects",
"IRQ","MS.MIL.XPND.ZS","2004-2019 highly uncertain data.",
"IRQ","IT.NET.BBND.P2","Ministry of Planning & Cooperation Development. Ministry of Communications",
"IRQ","SP.POP.GROW","Data source: United Nations World Population Prospects",
"IRQ","ST.INT.ARVL","Arrivals of non-resident visitors at national borders.",
"IRQ","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"IRQ","IT.NET.BBND","Ministry of Planning & Cooperation Development. Ministry of Communications",
"IRQ","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"IRQ","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"IRQ","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"IRQ","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"IRQ","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"ISL","IT.CEL.SETS.P2","Iceland Telecom Ltd. From 2004: Post and Telecom Administration.",
"ISL","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"ISL","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"ISL","SP.DYN.CBRT.IN","Data source: Eurostat",
"ISL","SP.DYN.LE00.FE.IN","Data source: Eurostat, United Nations World Population Prospects",
"ISL","IT.NET.BBND.P2","Iceland Telecom Ltd. From 2004: Post and Telecom Administration.",
"ISL","SP.POP.TOTL","Data source: Eurostat",
"ISL","ST.INT.ARVL","Arrivals of non-resident tourists at national borders. Source: Icelandic Tourist Board.",
"ISL","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"ISL","IT.CEL.SETS","Iceland Telecom Ltd. From 2004: Post and Telecom Administration.",
"ISL","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"ISL","SP.DYN.TFRT.IN","Data source: Eurostat",
"ISL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ISL","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"ISL","SP.DYN.CDRT.IN","Data source: Eurostat",
"ISL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"ISL","SP.DYN.LE00.MA.IN","Data source: Eurostat, United Nations World Population Prospects",
"ISL","ST.INT.DPRT","Departures - trips abroad by resident tourists. Source: Icelandic Tourist Board.",
"ISL","IT.MLT.MAIN","Iceland Telecom Ltd. From 2004: Post and Telecom Administration.",
"ISL","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"ISL","IT.NET.BBND","Iceland Telecom Ltd. From 2004: Post and Telecom Administration.",
"ISL","SP.POP.GROW","Data source: Eurostat",
"ISL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ISL","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"ISL","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"ISL","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"ISL","SM.POP.NETM","Data source: United Nations World Population Prospects",
"ISL","IT.NET.USER.ZS","Iceland Telecom Ltd. From 2004: Post and Telecom Administration.",
"ISL","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"ISL","IT.MLT.MAIN.P2","Iceland Telecom Ltd. From 2004: Post and Telecom Administration.",
"ISR","SP.DYN.CDRT.IN","Data source: Central Bureau of Statistics",
"ISR","ST.INT.DPRT","Departures - trips abroad by resident tourists.",
"ISR","IT.CEL.SETS.P2","The Israel Telecommunication Corp. (Bezeq), From 1998: Ministry of Communications.",
"ISR","IT.CEL.SETS","The Israel Telecommunication Corp. (Bezeq), From 1998: Ministry of Communications.",
"ISR","ST.INT.ARVL","Arrivals of non-resident tourists at national borders. Excluding nationals residing abroad.",
"ISR","MS.MIL.XPND.CN","1988-2005 SIPRI estimates.",
"ISR","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"ISR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"ISR","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"ISR","MS.MIL.XPND.ZS","2000-2005 SIPRI estimates.",
"ISR","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"ISR","SP.POP.TOTL","Data source: Central Bureau of Statistics",
"ISR","SP.DYN.LE00.FE.IN","Data source: Central Bureau of Statistics",
"ISR","MS.MIL.XPND.CD","1988-2005 SIPRI estimates.",
"ISR","SP.DYN.CBRT.IN","Data source: Central Bureau of Statistics",
"ISR","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
